index,path,filename,width,height,aspect,orientation,mean_r,mean_g,mean_b,brightness,saturation,contrast,colorfulness,edge_density,phash,cluster
459,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0459_7a5983680c33.jpg,pin_0459_7a5983680c33.jpg,1280,854,1.4988,landscape,143.558,121.265,102.576,0.4933,0.3365,0.2433,30.6466,0.054,a5d9920cc10fdf27,8
460,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0460_0ff371cfac23.jpg,pin_0460_0ff371cfac23.jpg,1080,1350,0.8,portrait,125.712,99.859,73.186,0.41,0.4906,0.249,34.2423,0.1626,de643c954188e7d3,6
461,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0461_96b44d2dd1b2.jpg,pin_0461_96b44d2dd1b2.jpg,1440,1440,1.0,square-ish,70.502,47.481,70.082,0.2233,0.4707,0.0782,52.1687,0.0382,ad4cdad1eb64a262,0
462,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0462_456c116859b5.jpg,pin_0462_456c116859b5.jpg,2048,1974,1.0375,square-ish,65.463,47.275,48.386,0.2072,0.4039,0.2702,45.076,0.1313,c0263fd91e6366cc,4
463,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0463_6633b428c6d6.jpg,pin_0463_6633b428c6d6.jpg,675,1200,0.5625,portrait,36.423,31.549,25.564,0.1266,0.3458,0.1405,16.9636,0.0728,e23b9e63b80e1378,0
464,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0464_34807700a4b6.jpg,pin_0464_34807700a4b6.jpg,750,937,0.8004,portrait,136.673,122.498,96.381,0.4853,0.3621,0.1918,41.7874,0.1341,e81fc3e19d5a2585,9
465,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0465_7bff934693af.png,pin_0465_7bff934693af.png,735,490,1.5,landscape,35.779,28.157,19.833,0.1156,0.4812,0.1483,18.465,0.063,93576c68b3634764,0
466,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0466_aef1a31237ff.jpg,pin_0466_aef1a31237ff.jpg,736,736,1.0,square-ish,100.734,99.557,108.768,0.396,0.1443,0.2233,15.5291,0.0656,84a86b4e6e963c5e,1
467,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0467_771b054b710d.jpg,pin_0467_771b054b710d.jpg,422,750,0.5627,portrait,137.852,134.867,135.984,0.5329,0.0904,0.1363,12.5684,0.0581,81b2f5d1c6531e2b,2
468,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0468_8d10bb5dce46.png,pin_0468_8d10bb5dce46.png,2048,1693,1.2097,square-ish,54.712,54.712,54.712,0.2146,0.0,0.332,0.0,0.1491,8adca969e3f29283,1
469,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0469_371adaef2771.jpg,pin_0469_371adaef2771.jpg,736,981,0.7503,portrait,76.856,79.723,78.821,0.3089,0.2704,0.2434,24.5752,0.0928,dfc418fcb12372c2,9
470,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0470_65c72dde4682.jpg,pin_0470_65c72dde4682.jpg,638,796,0.8015,portrait,214.371,201.896,195.049,0.8033,0.1372,0.2559,40.8265,0.0993,fab9d0e80d19b6c4,3
471,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0471_bbf5d543a309.jpg,pin_0471_bbf5d543a309.jpg,1125,839,1.3409,landscape,163.648,153.201,138.625,0.6065,0.3321,0.2193,68.0332,0.1479,b8e18ddcc397644a,10
472,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0472_ba0f1d00d83c.jpg,pin_0472_ba0f1d00d83c.jpg,744,1024,0.7266,portrait,141.423,126.892,98.107,0.5018,0.3553,0.3021,37.3901,0.0852,d9dc642b4b42dac6,9
473,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0473_8fd892feb134.jpg,pin_0473_8fd892feb134.jpg,937,1383,0.6775,portrait,91.629,91.567,91.554,0.3592,0.0009,0.2918,0.8232,0.0737,843738866bb4dc4f,9
474,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0474_e745928c75c1.png,pin_0474_e745928c75c1.png,872,630,1.3841,landscape,247.822,247.299,248.416,0.9709,0.01,0.0943,9.4528,0.095,ebb4964936964b94,11
475,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0475_4b040971d6c4.jpg,pin_0475_4b040971d6c4.jpg,2448,3264,0.75,portrait,163.805,149.881,140.52,0.5999,0.1628,0.1574,19.1426,0.0809,b8dc944fb1c9149e,2
476,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0476_3cc89b820654.jpg,pin_0476_3cc89b820654.jpg,1694,1224,1.384,landscape,151.759,153.736,145.477,0.5969,0.1069,0.2284,17.8768,0.1477,e7c69ab8c864709b,8
477,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0477_c7e68ed73f7f.jpg,pin_0477_c7e68ed73f7f.jpg,1179,1196,0.9858,square-ish,124.763,121.573,119.438,0.4795,0.1539,0.2622,16.0532,0.0846,8e26f43ab2263f98,5
478,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0478_53e378501abd.png,pin_0478_53e378501abd.png,1080,810,1.3333,landscape,72.718,64.69,58.04,0.2601,0.3512,0.2122,17.5539,0.1422,929b6f6590992be2,1
479,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0479_1f3f29627761.jpg,pin_0479_1f3f29627761.jpg,600,388,1.5464,landscape,86.418,66.014,47.165,0.2744,0.5794,0.2463,33.3442,0.1125,c05687dbc43e1fe0,4
480,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0480_ccdf3fd064e8.jpg,pin_0480_ccdf3fd064e8.jpg,735,656,1.1204,square-ish,184.298,176.806,168.538,0.6985,0.0976,0.1883,11.1215,0.1059,ea3ece136d6061cc,3
481,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0481_5c932e2dfb9d.jpg,pin_0481_5c932e2dfb9d.jpg,828,1035,0.8,portrait,153.84,153.577,150.849,0.6014,0.0404,0.2713,4.7269,0.0807,ec3290e507e4cdcb,5
482,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0482_36b30052a4bd.jpg,pin_0482_36b30052a4bd.jpg,1224,1632,0.75,portrait,158.448,148.945,137.101,0.5899,0.188,0.2222,21.1125,0.0761,e1a132e67565ce70,2
483,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0483_26b516ea60f3.jpg,pin_0483_26b516ea60f3.jpg,554,546,1.0147,square-ish,117.316,109.675,101.461,0.4353,0.1757,0.2391,13.3848,0.0264,ff8c80a1c59157cb,1
484,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0484_28f4de1c85ef.jpg,pin_0484_28f4de1c85ef.jpg,736,736,1.0,square-ish,161.461,146.959,129.039,0.5853,0.2235,0.1593,57.7719,0.0263,94da1be66a91632e,2
485,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0485_281a731e67a0.jpg,pin_0485_281a731e67a0.jpg,735,732,1.0041,square-ish,181.932,166.54,146.495,0.6622,0.2397,0.1549,35.0826,0.0323,ce2734ce8d989b29,2
486,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0486_d04d73fc97ba.jpg,pin_0486_d04d73fc97ba.jpg,750,272,2.7574,landscape,233.953,233.953,233.95,0.9175,0.0,0.2224,0.143,0.0844,a96a959de7130e29,11
487,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0487_728170cdb576.jpg,pin_0487_728170cdb576.jpg,750,1000,0.75,portrait,207.803,193.102,183.508,0.7701,0.1641,0.2488,51.9693,0.1088,e2cb9818ada5e53a,3
488,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0488_3e0155eae503.png,pin_0488_3e0155eae503.png,640,809,0.7911,portrait,59.287,51.918,45.333,0.2095,0.1765,0.1808,23.4514,0.093,d4fc6b4bcc932318,0
489,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0489_6eab79a1a986.jpg,pin_0489_6eab79a1a986.jpg,1752,1168,1.5,landscape,115.606,122.895,102.028,0.464,0.2094,0.2231,22.2481,0.2047,d0ef92a5588d7364,6
490,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0490_98aa447a0cf0.jpg,pin_0490_98aa447a0cf0.jpg,600,600,1.0,square-ish,165.805,153.914,103.265,0.5949,0.4145,0.1828,46.9908,0.0594,b243cc7cd9368b2c,2
491,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0491_8b3161c46f0b.jpg,pin_0491_8b3161c46f0b.jpg,2048,1920,1.0667,square-ish,149.504,144.142,139.118,0.5693,0.0804,0.1938,8.2492,0.0796,8cb2f3b98ca6919c,2
492,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0492_848f3796a6f8.jpg,pin_0492_848f3796a6f8.jpg,750,750,1.0,square-ish,230.626,228.214,222.505,0.8952,0.042,0.2046,27.5999,0.1326,bfe09696e02b7096,11
493,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0493_3d06f0f3cd02.jpg,pin_0493_3d06f0f3cd02.jpg,1200,872,1.3761,landscape,127.418,129.679,134.741,0.5081,0.0945,0.3037,14.5718,0.1783,fefd82648987c491,8
494,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0494_551ce932311d.jpg,pin_0494_551ce932311d.jpg,1101,1101,1.0,square-ish,30.405,28.494,28.182,0.1142,0.087,0.0756,18.9507,0.0365,d0a82b4b67563eb4,0
495,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0495_87ea7c356d89.jpg,pin_0495_87ea7c356d89.jpg,2048,1366,1.4993,landscape,105.019,109.521,82.369,0.4121,0.3189,0.2459,28.8649,0.2415,921712f096b23bf6,6
496,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0496_22a60ed5b81b.png,pin_0496_22a60ed5b81b.png,965,927,1.041,square-ish,125.526,108.931,104.181,0.4445,0.2885,0.3312,34.1042,0.1717,91876e6aca953cb1,6
497,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0497_49e1a78d20f3.jpg,pin_0497_49e1a78d20f3.jpg,663,960,0.6906,portrait,128.62,117.857,107.943,0.4704,0.212,0.2255,17.1735,0.0928,b887eae0da09e5cc,9
498,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0498_1ceccdf1453d.jpg,pin_0498_1ceccdf1453d.jpg,1382,1728,0.7998,portrait,117.181,79.21,61.298,0.3472,0.5681,0.2482,61.3501,0.0732,aa8a5f3925e24e69,4
499,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0499_4618d792998e.jpg,pin_0499_4618d792998e.jpg,1010,800,1.2625,landscape,218.451,214.838,210.57,0.8448,0.1174,0.2142,40.0523,0.1147,ed128fad9364d292,11
500,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0500_dd71e18484d3.jpg,pin_0500_dd71e18484d3.jpg,736,736,1.0,square-ish,141.076,97.868,100.882,0.4359,0.2786,0.2754,80.7651,0.0682,9c7961e6a35484bb,10
501,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0501_7794419e1cc8.jpg,pin_0501_7794419e1cc8.jpg,736,736,1.0,square-ish,178.425,132.045,114.625,0.5645,0.4515,0.3219,87.8564,0.1124,917e704c26e949cf,10
502,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0502_a69a59647c0f.jpg,pin_0502_a69a59647c0f.jpg,736,736,1.0,square-ish,152.925,124.871,107.75,0.515,0.3779,0.3568,61.2684,0.1146,c238287be097db72,10
503,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0503_e65b24b31476.jpg,pin_0503_e65b24b31476.jpg,736,736,1.0,square-ish,148.996,130.056,127.931,0.5313,0.2877,0.3336,62.2346,0.08,c30a3fec8453cf31,10
504,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0504_ec0ae813128b.jpg,pin_0504_ec0ae813128b.jpg,736,736,1.0,square-ish,171.975,120.161,95.991,0.5212,0.4828,0.2863,81.9077,0.1232,921162daa3ce1deb,10
505,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0505_b8c4082a43f9.jpg,pin_0505_b8c4082a43f9.jpg,400,400,1.0,square-ish,199.089,164.046,159.576,0.6824,0.2702,0.2164,50.7145,0.114,ecda2861db90674d,2
506,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0506_ed0cb6c44bc7.webp,pin_0506_ed0cb6c44bc7.webp,932,1218,0.7652,portrait,51.642,76.691,90.421,0.2775,0.5316,0.2089,63.6734,0.1058,c0f127d73b0b2b34,4
507,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0507_31bb15f774aa.jpg,pin_0507_31bb15f774aa.jpg,1142,2048,0.5576,portrait,64.029,50.583,52.633,0.2149,0.3017,0.2265,29.7309,0.1414,e3781ec3cc9a651a,9
508,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0508_8f894c672af0.png,pin_0508_8f894c672af0.png,816,1456,0.5604,portrait,119.852,118.137,118.945,0.4656,0.0396,0.2514,2.2329,0.1077,bf6ec191d4c59468,9
